id_diabete,annee,patho_niv1,patho_niv2,patho_niv3,top,region,dept,ntop,npop,prevalence,libelle_classe_age,libelle_sexe
107,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,42,10,39870,0.03,de 0 a  4 ans,tous sexes
108,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,43,0,9860,,de 0 a  4 ans,tous sexes
109,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,74,20,46330,0.035,de 0 a  4 ans,tous sexes
110,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,13,40,118550,0.036,de 0 a  4 ans,tous sexes
111,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,,0,6930,,de 0 a  4 ans,tous sexes
112,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,999,10,13130,0.099,de 0 a  4 ans,tous sexes
113,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,2,972,0,9250,,de 5 a  9 ans,hommes
114,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,3,973,0,9890,,de 5 a  9 ans,hommes
115,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,4,999,40,34600,0.107,de 5 a  9 ans,hommes
116,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,6,976,0,5650,,de 5 a  9 ans,hommes
117,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,75,60,45890,0.129,de 5 a  9 ans,hommes
118,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,77,80,48150,0.166,de 5 a  9 ans,hommes
119,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,91,70,44830,0.152,de 5 a  9 ans,hommes
120,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,94,60,44260,0.127,de 5 a  9 ans,hommes
121,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,95,60,46220,0.132,de 5 a  9 ans,hommes
122,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,36,0,4840,,de 5 a  9 ans,hommes
123,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,41,20,8850,0.192,de 5 a  9 ans,hommes
124,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,999,90,71770,0.125,de 5 a  9 ans,hommes
125,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,70,0,6290,,de 5 a  9 ans,hommes
126,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,89,10,8840,0.158,de 5 a  9 ans,hommes
127,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,999,100,74940,0.133,de 5 a  9 ans,hommes
128,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,14,20,19010,0.116,de 5 a  9 ans,hommes
129,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,27,10,18230,0.071,de 5 a  9 ans,hommes
130,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,999,110,93740,0.121,de 5 a  9 ans,hommes
131,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,2,20,15630,0.147,de 5 a  9 ans,hommes
132,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,60,30,26570,0.12,de 5 a  9 ans,hommes
133,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,999,240,188340,0.125,de 5 a  9 ans,hommes
134,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,52,0,4340,,de 5 a  9 ans,hommes
135,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,8,0,7410,,de 5 a  9 ans,hommes
136,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,44,60,44730,0.13,de 5 a  9 ans,hommes
137,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,53,0,8860,,de 5 a  9 ans,hommes
138,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,22,30,15550,0.174,de 5 a  9 ans,hommes
139,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,29,20,24340,0.09,de 5 a  9 ans,hommes
140,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,16,0,8670,,de 5 a  9 ans,hommes
141,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,17,20,15850,0.12,de 5 a  9 ans,hommes
142,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,23,0,2290,,de 5 a  9 ans,hommes
143,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,24,10,9130,0.121,de 5 a  9 ans,hommes
144,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,47,10,8540,0.129,de 5 a  9 ans,hommes
145,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,79,0,10130,,de 5 a  9 ans,hommes
146,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,87,20,9270,0.194,de 5 a  9 ans,hommes
147,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,12,0,6640,,de 5 a  9 ans,hommes
148,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,30,30,21580,0.153,de 5 a  9 ans,hommes
149,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,32,0,4520,,de 5 a  9 ans,hommes
150,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,65,0,5420,,de 5 a  9 ans,hommes
151,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,82,0,7730,,de 5 a  9 ans,hommes
152,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,9,0,3710,,de 5 a  9 ans,hommes
153,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,42,30,23130,0.143,de 5 a  9 ans,hommes
154,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,63,20,17500,0.137,de 5 a  9 ans,hommes
155,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,69,90,61030,0.151,de 5 a  9 ans,hommes
156,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,7,0,8550,,de 5 a  9 ans,hommes
157,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,999,320,240200,0.133,de 5 a  9 ans,hommes
158,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,4,0,4200,,de 5 a  9 ans,hommes
159,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,84,40,17470,0.246,de 5 a  9 ans,hommes
160,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,999,10,7250,0.179,de 5 a  9 ans,hommes
161,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,99,999,2580,1962300,0.132,de 5 a  9 ans,hommes
162,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,1,971,0,10470,,de 5 a  9 ans,femmes
163,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,2,972,20,9070,0.176,de 5 a  9 ans,femmes
164,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,92,50,47660,0.103,de 5 a  9 ans,femmes
165,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,999,500,369070,0.136,de 5 a  9 ans,femmes
166,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,28,10,12450,0.112,de 5 a  9 ans,femmes
167,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,21,20,13390,0.142,de 5 a  9 ans,femmes
168,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,70,0,5980,,de 5 a  9 ans,femmes
169,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,71,20,13400,0.127,de 5 a  9 ans,femmes
170,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,999,90,70930,0.133,de 5 a  9 ans,femmes
171,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,27,20,17490,0.137,de 5 a  9 ans,femmes
172,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,61,0,6540,,de 5 a  9 ans,femmes
173,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,59,120,79450,0.152,de 5 a  9 ans,femmes
174,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,60,40,25020,0.172,de 5 a  9 ans,femmes
175,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,62,50,43900,0.112,de 5 a  9 ans,femmes
176,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,54,30,17890,0.145,de 5 a  9 ans,femmes
177,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,88,10,8760,0.16,de 5 a  9 ans,femmes
178,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,53,0,8510,,de 5 a  9 ans,femmes
179,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,72,10,15480,0.078,de 5 a  9 ans,femmes
180,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,85,20,18230,0.121,de 5 a  9 ans,femmes
181,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,29,20,23020,0.091,de 5 a  9 ans,femmes
182,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,35,50,31490,0.143,de 5 a  9 ans,femmes
183,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,19,0,5070,,de 5 a  9 ans,femmes
184,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,24,0,8650,,de 5 a  9 ans,femmes
185,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,47,10,8180,0.171,de 5 a  9 ans,femmes
186,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,11,10,9130,0.153,de 5 a  9 ans,femmes
187,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,12,0,6260,,de 5 a  9 ans,femmes
188,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,46,0,3540,,de 5 a  9 ans,femmes
189,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,65,0,5090,,de 5 a  9 ans,femmes
190,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,999,220,155690,0.14,de 5 a  9 ans,femmes
191,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,1,20,18730,0.112,de 5 a  9 ans,femmes
192,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,42,30,21740,0.138,de 5 a  9 ans,femmes
193,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,7,0,8300,,de 5 a  9 ans,femmes
194,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,73,20,11620,0.172,de 5 a  9 ans,femmes
195,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,999,290,227650,0.129,de 5 a  9 ans,femmes
196,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,13,100,61020,0.169,de 5 a  9 ans,femmes
197,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,99,999,2420,1865900,0.13,de 5 a  9 ans,femmes
198,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,2,972,30,18320,0.136,de 5 a  9 ans,tous sexes
199,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,3,999,0,19240,,de 5 a  9 ans,tous sexes
200,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,75,110,90270,0.116,de 5 a  9 ans,tous sexes
201,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,92,120,97670,0.124,de 5 a  9 ans,tous sexes
202,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,93,180,115690,0.159,de 5 a  9 ans,tous sexes
203,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,18,10,14570,0.096,de 5 a  9 ans,tous sexes
204,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,36,0,9580,,de 5 a  9 ans,tous sexes
205,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,39,20,13320,0.158,de 5 a  9 ans,tous sexes
206,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,71,30,27500,0.095,de 5 a  9 ans,tous sexes
207,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,999,190,145880,0.133,de 5 a  9 ans,tous sexes
208,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,14,40,37040,0.1,de 5 a  9 ans,tous sexes
209,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,27,40,35720,0.104,de 5 a  9 ans,tous sexes
210,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,61,20,13340,0.142,de 5 a  9 ans,tous sexes
211,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,76,100,72620,0.143,de 5 a  9 ans,tous sexes
212,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,55,0,9110,,de 5 a  9 ans,tous sexes
213,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,68,60,42070,0.15,de 5 a  9 ans,tous sexes
214,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,8,20,14560,0.124,de 5 a  9 ans,tous sexes
215,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,999,370,289890,0.128,de 5 a  9 ans,tous sexes
216,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,44,110,87460,0.123,de 5 a  9 ans,tous sexes
217,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,53,10,17370,0.081,de 5 a  9 ans,tous sexes
218,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,85,40,37340,0.104,de 5 a  9 ans,tous sexes
219,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,999,250,223340,0.111,de 5 a  9 ans,tous sexes
220,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,29,40,47360,0.091,de 5 a  9 ans,tous sexes
221,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,17,50,31070,0.148,de 5 a  9 ans,tous sexes
222,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,19,20,10560,0.142,de 5 a  9 ans,tous sexes
223,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,40,30,21260,0.127,de 5 a  9 ans,tous sexes
224,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,79,20,19720,0.091,de 5 a  9 ans,tous sexes
225,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,12,10,12900,0.093,de 5 a  9 ans,tous sexes
226,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,30,60,42070,0.147,de 5 a  9 ans,tous sexes
227,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,31,120,81910,0.15,de 5 a  9 ans,tous sexes
228,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,34,80,65350,0.127,de 5 a  9 ans,tous sexes
229,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,46,10,7240,0.18,de 5 a  9 ans,tous sexes
230,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,65,10,10500,0.124,de 5 a  9 ans,tous sexes
231,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,66,30,25250,0.135,de 5 a  9 ans,tous sexes
232,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,82,30,14960,0.18,de 5 a  9 ans,tous sexes
233,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,9,0,7230,,de 5 a  9 ans,tous sexes
234,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,42,60,44880,0.14,de 5 a  9 ans,tous sexes
235,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,7,20,16850,0.113,de 5 a  9 ans,tous sexes
236,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,999,610,467860,0.131,de 5 a  9 ans,tous sexes
237,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,13,200,125110,0.157,de 5 a  9 ans,tous sexes
238,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,5,0,7070,,de 5 a  9 ans,tous sexes
239,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,,10,6670,0.21,de 5 a  9 ans,tous sexes
240,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,1,999,30,12060,0.224,de 10 a  14 ans,hommes
241,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,91,130,43830,0.303,de 10 a  14 ans,hommes
242,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,92,140,48140,0.299,de 10 a  14 ans,hommes
243,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,94,140,41600,0.332,de 10 a  14 ans,hommes
244,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,18,30,8120,0.32,de 10 a  14 ans,hommes
245,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,36,10,5440,0.239,de 10 a  14 ans,hommes
246,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,41,30,9520,0.263,de 10 a  14 ans,hommes
247,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,45,80,21250,0.362,de 10 a  14 ans,hommes
248,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,999,220,76080,0.294,de 10 a  14 ans,hommes
249,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,21,30,14610,0.192,de 10 a  14 ans,hommes
250,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,999,240,98620,0.241,de 10 a  14 ans,hommes
251,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,59,250,83410,0.3,de 10 a  14 ans,hommes
252,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,62,130,47990,0.267,de 10 a  14 ans,hommes
253,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,999,540,191510,0.283,de 10 a  14 ans,hommes
254,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,52,10,4480,0.245,de 10 a  14 ans,hommes
255,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,8,20,7990,0.2,de 10 a  14 ans,hommes
256,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,999,440,153740,0.284,de 10 a  14 ans,hommes
257,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,49,70,26730,0.251,de 10 a  14 ans,hommes
258,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,999,260,122040,0.216,de 10 a  14 ans,hommes
259,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,56,50,22520,0.231,de 10 a  14 ans,hommes
260,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,19,20,6090,0.263,de 10 a  14 ans,hommes
261,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,23,0,2530,,de 10 a  14 ans,hommes
262,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,86,30,12410,0.201,de 10 a  14 ans,hommes
263,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,999,420,167410,0.249,de 10 a  14 ans,hommes
264,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,34,120,34570,0.336,de 10 a  14 ans,hommes
265,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,46,10,4190,0.31,de 10 a  14 ans,hommes
266,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,48,0,2000,,de 10 a  14 ans,hommes
267,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,65,10,5950,0.235,de 10 a  14 ans,hommes
268,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,999,490,171590,0.283,de 10 a  14 ans,hommes
269,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,15,10,3440,0.348,de 10 a  14 ans,hommes
270,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,26,50,16000,0.325,de 10 a  14 ans,hommes
271,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,3,30,8560,0.292,de 10 a  14 ans,hommes
272,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,38,100,42170,0.232,de 10 a  14 ans,hommes
273,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,43,20,6490,0.231,de 10 a  14 ans,hommes
274,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,63,50,18290,0.252,de 10 a  14 ans,hommes
275,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,74,70,24980,0.264,de 10 a  14 ans,hommes
276,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,84,60,17560,0.342,de 10 a  14 ans,hommes
277,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,999,30,7770,0.335,de 10 a  14 ans,hommes
278,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,1,999,30,11510,0.261,de 10 a  14 ans,femmes
279,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,2,972,30,10030,0.319,de 10 a  14 ans,femmes
280,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,3,973,20,9090,0.165,de 10 a  14 ans,femmes
281,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,4,974,80,34150,0.22,de 10 a  14 ans,femmes
282,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,77,150,46150,0.316,de 10 a  14 ans,femmes
283,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,92,110,46190,0.232,de 10 a  14 ans,femmes
284,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,93,190,51910,0.364,de 10 a  14 ans,femmes
285,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,999,1030,361550,0.284,de 10 a  14 ans,femmes
286,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,18,20,7640,0.301,de 10 a  14 ans,femmes
287,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,41,20,9290,0.226,de 10 a  14 ans,femmes
288,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,39,10,7210,0.194,de 10 a  14 ans,femmes
289,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,70,0,6580,,de 10 a  14 ans,femmes
290,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,89,40,9080,0.385,de 10 a  14 ans,femmes
291,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,27,50,18610,0.263,de 10 a  14 ans,femmes
292,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,76,110,36000,0.292,de 10 a  14 ans,femmes
293,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,80,40,15930,0.27,de 10 a  14 ans,femmes
294,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,999,520,183640,0.285,de 10 a  14 ans,femmes
295,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,52,20,4470,0.403,de 10 a  14 ans,femmes
296,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,8,30,7770,0.322,de 10 a  14 ans,femmes
297,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,999,410,147460,0.275,de 10 a  14 ans,femmes
298,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,49,60,25940,0.247,de 10 a  14 ans,femmes
299,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,72,50,16890,0.314,de 10 a  14 ans,femmes
300,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,85,40,20690,0.184,de 10 a  14 ans,femmes
301,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,999,260,117630,0.224,de 10 a  14 ans,femmes
302,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,22,40,17050,0.258,de 10 a  14 ans,femmes
303,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,29,60,25350,0.237,de 10 a  14 ans,femmes
304,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,56,50,21390,0.238,de 10 a  14 ans,femmes
305,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,23,0,2520,,de 10 a  14 ans,femmes
306,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,79,20,10830,0.212,de 10 a  14 ans,femmes
307,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,999,380,160460,0.234,de 10 a  14 ans,femmes
308,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,11,30,10140,0.286,de 10 a  14 ans,femmes
309,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,12,20,7000,0.329,de 10 a  14 ans,femmes
310,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,30,90,21890,0.425,de 10 a  14 ans,femmes
311,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,48,0,1970,,de 10 a  14 ans,femmes
312,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,66,40,13210,0.303,de 10 a  14 ans,femmes
313,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,15,10,3420,0.38,de 10 a  14 ans,femmes
314,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,26,40,15420,0.227,de 10 a  14 ans,femmes
315,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,38,110,39930,0.273,de 10 a  14 ans,femmes
316,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,43,10,6230,0.225,de 10 a  14 ans,femmes
317,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,69,130,56800,0.232,de 10 a  14 ans,femmes
318,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,7,20,8970,0.201,de 10 a  14 ans,femmes
319,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,84,40,16920,0.254,de 10 a  14 ans,femmes
320,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,,10,3470,0.317,de 10 a  14 ans,femmes
321,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,99,999,5090,1935770,0.263,de 10 a  14 ans,femmes
322,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,78,250,96650,0.255,de 10 a  14 ans,tous sexes
323,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,94,240,81820,0.297,de 10 a  14 ans,tous sexes
324,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,95,260,85820,0.304,de 10 a  14 ans,tous sexes
325,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,36,20,10670,0.188,de 10 a  14 ans,tous sexes
326,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,999,390,148740,0.263,de 10 a  14 ans,tous sexes
327,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,21,60,28490,0.225,de 10 a  14 ans,tous sexes
328,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,70,30,13710,0.241,de 10 a  14 ans,tous sexes
329,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,71,50,29380,0.184,de 10 a  14 ans,tous sexes
330,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,90,30,8280,0.398,de 10 a  14 ans,tous sexes
331,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,50,60,26560,0.211,de 10 a  14 ans,tous sexes
332,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,62,260,94330,0.275,de 10 a  14 ans,tous sexes
333,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,80,90,32650,0.266,de 10 a  14 ans,tous sexes
334,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,10,40,17780,0.225,de 10 a  14 ans,tous sexes
335,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,52,30,8950,0.324,de 10 a  14 ans,tous sexes
336,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,67,170,64550,0.266,de 10 a  14 ans,tous sexes
337,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,8,40,15760,0.26,de 10 a  14 ans,tous sexes
338,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,88,50,20120,0.229,de 10 a  14 ans,tous sexes
