id_diabete,annee,patho_niv1,patho_niv2,patho_niv3,top,region,dept,ntop,npop,prevalence,libelle_classe_age,libelle_sexe
339,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,44,190,91310,0.204,de 10 a  14 ans,tous sexes
340,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,49,130,52670,0.249,de 10 a  14 ans,tous sexes
341,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,53,40,19180,0.214,de 10 a  14 ans,tous sexes
342,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,72,90,34270,0.26,de 10 a  14 ans,tous sexes
343,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,85,80,42240,0.189,de 10 a  14 ans,tous sexes
344,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,35,150,68190,0.226,de 10 a  14 ans,tous sexes
345,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,56,100,43910,0.235,de 10 a  14 ans,tous sexes
346,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,24,50,19960,0.266,de 10 a  14 ans,tous sexes
347,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,79,40,21950,0.182,de 10 a  14 ans,tous sexes
348,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,86,50,24390,0.213,de 10 a  14 ans,tous sexes
349,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,30,160,44870,0.345,de 10 a  14 ans,tous sexes
350,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,46,20,8260,0.242,de 10 a  14 ans,tous sexes
351,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,48,10,3970,0.328,de 10 a  14 ans,tous sexes
352,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,65,30,11560,0.234,de 10 a  14 ans,tous sexes
353,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,66,70,26860,0.261,de 10 a  14 ans,tous sexes
354,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,9,20,8190,0.293,de 10 a  14 ans,tous sexes
355,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,15,30,6860,0.364,de 10 a  14 ans,tous sexes
356,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,3,50,16930,0.313,de 10 a  14 ans,tous sexes
357,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,63,80,35970,0.225,de 10 a  14 ans,tous sexes
358,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,69,310,116320,0.266,de 10 a  14 ans,tous sexes
359,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,73,60,25450,0.22,de 10 a  14 ans,tous sexes
360,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,74,120,48970,0.249,de 10 a  14 ans,tous sexes
361,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,4,20,8490,0.247,de 10 a  14 ans,tous sexes
362,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,6,160,57130,0.275,de 10 a  14 ans,tous sexes
363,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,83,160,59060,0.269,de 10 a  14 ans,tous sexes
364,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,,30,7160,0.349,de 10 a  14 ans,tous sexes
365,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,,30,7910,0.329,de 10 a  14 ans,tous sexes
366,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,999,50,15080,0.338,de 10 a  14 ans,tous sexes
367,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,1,999,40,12120,0.297,de 15 a  19 ans,hommes
368,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,2,999,40,10160,0.384,de 15 a  19 ans,hommes
369,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,4,974,90,34120,0.255,de 15 a  19 ans,hommes
370,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,6,976,10,4140,0.29,de 15 a  19 ans,hommes
371,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,6,999,10,4140,0.29,de 15 a  19 ans,hommes
372,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,77,180,43710,0.4,de 15 a  19 ans,hommes
373,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,78,160,45430,0.361,de 15 a  19 ans,hommes
374,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,91,160,39200,0.401,de 15 a  19 ans,hommes
375,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,95,200,38340,0.511,de 15 a  19 ans,hommes
376,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,37,50,17650,0.283,de 15 a  19 ans,hommes
377,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,41,40,9350,0.374,de 15 a  19 ans,hommes
378,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,39,20,7570,0.291,de 15 a  19 ans,hommes
379,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,90,20,4220,0.403,de 15 a  19 ans,hommes
380,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,999,280,78680,0.358,de 15 a  19 ans,hommes
381,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,61,30,7760,0.322,de 15 a  19 ans,hommes
382,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,76,160,36300,0.446,de 15 a  19 ans,hommes
383,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,999,370,96350,0.383,de 15 a  19 ans,hommes
384,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,80,60,16420,0.377,de 15 a  19 ans,hommes
385,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,51,70,16310,0.447,de 15 a  19 ans,hommes
386,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,55,20,5090,0.334,de 15 a  19 ans,hommes
387,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,8,40,8040,0.473,de 15 a  19 ans,hommes
388,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,88,30,10440,0.278,de 15 a  19 ans,hommes
389,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,49,100,26450,0.378,de 15 a  19 ans,hommes
390,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,53,30,9610,0.312,de 15 a  19 ans,hommes
391,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,999,410,117720,0.349,de 15 a  19 ans,hommes
392,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,22,60,17530,0.348,de 15 a  19 ans,hommes
393,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,17,70,17780,0.388,de 15 a  19 ans,hommes
394,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,19,30,6130,0.44,de 15 a  19 ans,hommes
395,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,40,50,11900,0.386,de 15 a  19 ans,hommes
396,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,87,40,9660,0.414,de 15 a  19 ans,hommes
397,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,11,40,10430,0.422,de 15 a  19 ans,hommes
398,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,31,130,38730,0.343,de 15 a  19 ans,hommes
399,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,34,120,32100,0.38,de 15 a  19 ans,hommes
400,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,48,0,2080,,de 15 a  19 ans,hommes
401,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,69,220,55350,0.405,de 15 a  19 ans,hommes
402,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,4,30,4660,0.6,de 15 a  19 ans,hommes
403,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,5,20,3790,0.554,de 15 a  19 ans,hommes
404,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,83,110,28760,0.386,de 15 a  19 ans,hommes
405,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,999,40,7380,0.515,de 15 a  19 ans,hommes
406,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,1,999,40,12650,0.332,de 15 a  19 ans,femmes
407,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,78,170,45500,0.367,de 15 a  19 ans,femmes
408,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,93,250,48040,0.516,de 15 a  19 ans,femmes
409,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,95,150,38640,0.386,de 15 a  19 ans,femmes
410,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,28,40,12760,0.337,de 15 a  19 ans,femmes
411,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,37,50,17470,0.298,de 15 a  19 ans,femmes
412,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,999,250,73060,0.342,de 15 a  19 ans,femmes
413,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,21,40,14280,0.287,de 15 a  19 ans,femmes
414,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,90,30,4020,0.696,de 15 a  19 ans,femmes
415,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,999,270,77410,0.353,de 15 a  19 ans,femmes
416,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,50,40,13870,0.274,de 15 a  19 ans,femmes
417,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,2,60,15990,0.344,de 15 a  19 ans,femmes
418,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,60,70,25480,0.286,de 15 a  19 ans,femmes
419,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,999,680,183040,0.374,de 15 a  19 ans,femmes
420,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,51,60,15990,0.388,de 15 a  19 ans,femmes
421,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,54,60,18740,0.304,de 15 a  19 ans,femmes
422,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,55,20,4980,0.382,de 15 a  19 ans,femmes
423,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,57,100,24250,0.4,de 15 a  19 ans,femmes
424,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,67,110,31080,0.36,de 15 a  19 ans,femmes
425,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,68,60,21000,0.305,de 15 a  19 ans,femmes
426,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,8,20,7770,0.296,de 15 a  19 ans,femmes
427,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,44,130,43250,0.289,de 15 a  19 ans,femmes
428,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,35,100,32950,0.316,de 15 a  19 ans,femmes
429,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,23,0,2530,,de 15 a  19 ans,femmes
430,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,33,140,44930,0.318,de 15 a  19 ans,femmes
431,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,79,30,10990,0.237,de 15 a  19 ans,femmes
432,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,999,480,160950,0.298,de 15 a  19 ans,femmes
433,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,32,20,4920,0.325,de 15 a  19 ans,femmes
434,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,34,120,32240,0.378,de 15 a  19 ans,femmes
435,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,46,0,4310,,de 15 a  19 ans,femmes
436,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,48,10,1880,0.746,de 15 a  19 ans,femmes
437,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,82,30,7740,0.362,de 15 a  19 ans,femmes
438,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,9,0,4020,,de 15 a  19 ans,femmes
439,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,15,20,3600,0.416,de 15 a  19 ans,femmes
440,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,38,130,38620,0.339,de 15 a  19 ans,femmes
441,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,69,210,54040,0.385,de 15 a  19 ans,femmes
442,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,7,30,9140,0.361,de 15 a  19 ans,femmes
443,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,74,60,22470,0.271,de 15 a  19 ans,femmes
444,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,13,270,58000,0.469,de 15 a  19 ans,femmes
445,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,,20,3420,0.672,de 15 a  19 ans,femmes
446,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,99,999,6770,1912040,0.354,de 15 a  19 ans,femmes
447,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,1,999,80,24770,0.315,de 15 a  19 ans,tous sexes
448,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,2,972,70,20990,0.334,de 15 a  19 ans,tous sexes
449,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,3,973,40,17410,0.247,de 15 a  19 ans,tous sexes
450,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,4,974,200,68670,0.296,de 15 a  19 ans,tous sexes
451,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,4,999,200,68670,0.296,de 15 a  19 ans,tous sexes
452,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,75,330,93970,0.346,de 15 a  19 ans,tous sexes
453,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,78,330,90920,0.364,de 15 a  19 ans,tous sexes
454,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,93,500,95640,0.526,de 15 a  19 ans,tous sexes
455,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,94,320,76330,0.423,de 15 a  19 ans,tous sexes
456,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,18,70,15850,0.423,de 15 a  19 ans,tous sexes
457,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,25,100,31950,0.322,de 15 a  19 ans,tous sexes
458,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,70,40,13550,0.325,de 15 a  19 ans,tous sexes
459,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,50,90,27840,0.33,de 15 a  19 ans,tous sexes
460,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,59,650,158630,0.409,de 15 a  19 ans,tous sexes
461,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,60,160,50720,0.315,de 15 a  19 ans,tous sexes
462,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,62,380,91780,0.415,de 15 a  19 ans,tous sexes
463,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,8,60,15810,0.386,de 15 a  19 ans,tous sexes
464,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,44,280,87300,0.325,de 15 a  19 ans,tous sexes
465,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,72,140,34130,0.407,de 15 a  19 ans,tous sexes
466,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,85,120,40800,0.289,de 15 a  19 ans,tous sexes
467,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,999,790,233710,0.339,de 15 a  19 ans,tous sexes
468,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,56,160,44330,0.356,de 15 a  19 ans,tous sexes
469,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,999,680,197240,0.344,de 15 a  19 ans,tous sexes
470,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,47,70,17810,0.404,de 15 a  19 ans,tous sexes
471,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,79,70,22370,0.295,de 15 a  19 ans,tous sexes
472,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,86,60,24470,0.237,de 15 a  19 ans,tous sexes
473,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,11,90,20380,0.422,de 15 a  19 ans,tous sexes
474,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,12,50,14380,0.376,de 15 a  19 ans,tous sexes
475,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,32,30,10140,0.286,de 15 a  19 ans,tous sexes
476,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,999,1240,326210,0.38,de 15 a  19 ans,tous sexes
477,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,15,30,7190,0.417,de 15 a  19 ans,tous sexes
478,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,26,130,30760,0.413,de 15 a  19 ans,tous sexes
479,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,3,70,17620,0.375,de 15 a  19 ans,tous sexes
480,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,69,430,109390,0.395,de 15 a  19 ans,tous sexes
481,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,74,150,45820,0.323,de 15 a  19 ans,tous sexes
482,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,6,220,55350,0.397,de 15 a  19 ans,tous sexes
483,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,84,140,32960,0.437,de 15 a  19 ans,tous sexes
484,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,,40,6950,0.633,de 15 a  19 ans,tous sexes
485,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,999,90,14620,0.609,de 15 a  19 ans,tous sexes
486,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,2,999,50,8080,0.607,de 20 a  24 ans,hommes
487,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,4,974,120,25800,0.481,de 20 a  24 ans,hommes
488,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,91,180,37920,0.485,de 20 a  24 ans,hommes
489,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,93,300,44610,0.673,de 20 a  24 ans,hommes
490,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,95,200,35510,0.552,de 20 a  24 ans,hommes
491,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,999,1680,338240,0.498,de 20 a  24 ans,hommes
492,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,36,20,5000,0.32,de 20 a  24 ans,hommes
493,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,37,70,16940,0.425,de 20 a  24 ans,hommes
494,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,999,310,64920,0.484,de 20 a  24 ans,hommes
495,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,21,60,15050,0.419,de 20 a  24 ans,hommes
496,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,25,60,15670,0.383,de 20 a  24 ans,hommes
497,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,71,60,13050,0.422,de 20 a  24 ans,hommes
498,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,89,30,7740,0.323,de 20 a  24 ans,hommes
499,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,999,290,72560,0.401,de 20 a  24 ans,hommes
500,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,61,30,6750,0.504,de 20 a  24 ans,hommes
501,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,76,180,34300,0.522,de 20 a  24 ans,hommes
502,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,59,430,78290,0.548,de 20 a  24 ans,hommes
503,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,51,80,16260,0.498,de 20 a  24 ans,hommes
504,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,54,100,20070,0.498,de 20 a  24 ans,hommes
505,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,68,100,20200,0.485,de 20 a  24 ans,hommes
506,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,88,40,9640,0.436,de 20 a  24 ans,hommes
507,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,85,60,16910,0.343,de 20 a  24 ans,hommes
508,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,56,60,20170,0.293,de 20 a  24 ans,hommes
509,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,53,999,330,92920,0.355,de 20 a  24 ans,hommes
510,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,17,50,16040,0.299,de 20 a  24 ans,hommes
511,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,11,50,9050,0.508,de 20 a  24 ans,hommes
512,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,12,30,6720,0.491,de 20 a  24 ans,hommes
513,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,34,160,32610,0.491,de 20 a  24 ans,hommes
514,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,46,0,3730,,de 20 a  24 ans,hommes
515,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,65,30,5960,0.487,de 20 a  24 ans,hommes
516,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,82,40,6740,0.593,de 20 a  24 ans,hommes
517,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,9,20,3620,0.414,de 20 a  24 ans,hommes
518,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,1,70,16340,0.398,de 20 a  24 ans,hommes
519,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,43,20,5870,0.324,de 20 a  24 ans,hommes
520,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,74,90,20820,0.432,de 20 a  24 ans,hommes
521,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,13,300,57640,0.515,de 20 a  24 ans,hommes
522,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,4,20,3890,0.514,de 20 a  24 ans,hommes
523,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,6,120,27960,0.436,de 20 a  24 ans,hommes
524,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,83,130,27750,0.479,de 20 a  24 ans,hommes
525,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,93,999,670,135420,0.495,de 20 a  24 ans,hommes
526,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,94,,20,3730,0.429,de 20 a  24 ans,hommes
527,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,1,971,60,10170,0.58,de 20 a  24 ans,femmes
528,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,3,999,20,6690,0.269,de 20 a  24 ans,femmes
529,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,4,974,240,28850,0.839,de 20 a  24 ans,femmes
530,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,4,999,240,28850,0.839,de 20 a  24 ans,femmes
531,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,11,78,190,44870,0.43,de 20 a  24 ans,femmes
532,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,24,18,40,7330,0.478,de 20 a  24 ans,femmes
533,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,25,70,16250,0.4,de 20 a  24 ans,femmes
534,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,39,30,6610,0.454,de 20 a  24 ans,femmes
535,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,70,20,5860,0.358,de 20 a  24 ans,femmes
536,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,89,40,8090,0.544,de 20 a  24 ans,femmes
537,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,27,999,310,75100,0.418,de 20 a  24 ans,femmes
538,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,14,70,20610,0.349,de 20 a  24 ans,femmes
539,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,61,30,7040,0.398,de 20 a  24 ans,femmes
540,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,28,999,370,94710,0.391,de 20 a  24 ans,femmes
541,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,2,70,14600,0.486,de 20 a  24 ans,femmes
542,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,62,220,43710,0.51,de 20 a  24 ans,femmes
543,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,32,80,90,16990,0.518,de 20 a  24 ans,femmes
544,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,54,80,21120,0.365,de 20 a  24 ans,femmes
545,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,57,130,26330,0.475,de 20 a  24 ans,femmes
546,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,67,170,36320,0.468,de 20 a  24 ans,femmes
547,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,44,8,40,7140,0.532,de 20 a  24 ans,femmes
548,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,85,80,17640,0.459,de 20 a  24 ans,femmes
549,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,52,999,440,111670,0.395,de 20 a  24 ans,femmes
550,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,17,60,16110,0.372,de 20 a  24 ans,femmes
551,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,19,20,5590,0.393,de 20 a  24 ans,femmes
552,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,24,50,9360,0.556,de 20 a  24 ans,femmes
553,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,33,200,51140,0.395,de 20 a  24 ans,femmes
554,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,40,40,10400,0.404,de 20 a  24 ans,femmes
555,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,64,80,17840,0.42,de 20 a  24 ans,femmes
556,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,75,79,40,9580,0.459,de 20 a  24 ans,femmes
557,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,30,100,20540,0.482,de 20 a  24 ans,femmes
558,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,34,160,36720,0.436,de 20 a  24 ans,femmes
559,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,46,10,3600,0.388,de 20 a  24 ans,femmes
560,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,48,0,1730,,de 20 a  24 ans,femmes
561,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,66,70,12450,0.53,de 20 a  24 ans,femmes
562,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,82,30,6690,0.374,de 20 a  24 ans,femmes
563,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,76,999,730,167880,0.435,de 20 a  24 ans,femmes
564,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,1,80,17080,0.463,de 20 a  24 ans,femmes
565,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,42,90,22030,0.422,de 20 a  24 ans,femmes
566,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,43,20,5740,0.384,de 20 a  24 ans,femmes
567,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,69,320,66500,0.481,de 20 a  24 ans,femmes
568,2020,Diabete,Diabete,Diabete,DIA_CAT_CAT,84,7,40,7980,0.439,de 20 a  24 ans,femmes
